index value
-12 0.99999999998554534
-11 0.99999999998553535
-10 0.99999999998552402
-9 0.99999999998551059
-8 0.99999999998549483
-7 0.9999999999854754
-6 0.99999999998545097
-5 0.99999999998541844
-4 0.99999999998537292
-3 0.99999999998530187
-2 0.99999999998373579
-1 0.99999999998575595
0 0.9999999999843272
1 0.99999999998516398
2 0.99999999998530187
3 0.99999999998537292
4 0.99999999998541844
5 0.99999999998545097
6 0.9999999999854754
7 0.99999999998549483
8 0.99999999998551059
9 0.99999999998552402
10 0.99999999998553535
11 0.99999999998554534
